Luchthaven,Bestemming,Datum,Vertrektijdstip,Aankomsttijdstip,prijs,duur,aantalStops,vrijePlaatsen,VluchtNr,Flightkey
Brussels (Charleroi),Brindisi,2023-04-16,17:30:00.000,19:55:00.000,59.95,02:25,0,5,FR 7737,FR~7737~ ~~CRL~04/16/2023 17:30~BDS~04/16/2023 19:55~~
Brussels (Charleroi),Naples,2023-04-16,09:45:00.000,12:00:00.000,41.5,02:15,0,4,FR 1302,FR~1302~ ~~CRL~04/16/2023 09:45~NAP~04/16/2023 12:00~~
Brussels (Charleroi),Faro,2023-04-16,16:45:00.000,18:40:00.000,75.99,02:55,0,4,FR 2941,FR~2941~ ~~CRL~04/16/2023 16:45~FAO~04/16/2023 18:40~~
Brussels (Charleroi),Alicante,2023-04-16,09:55:00.000,12:20:00.000,116.79,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~04/16/2023 09:55~ALC~04/16/2023 12:20~~
Brussels (Charleroi),Ibiza,2023-04-16,07:30:00.000,09:55:00.000,41.91,02:25,0,2,FR 6456,FR~6456~ ~~CRL~04/16/2023 07:30~IBZ~04/16/2023 09:55~~
Brussels,Malaga,2023-04-16,09:55:00.000,12:50:00.000,74.99,02:55,0,-1,FR 2923,FR~2923~ ~~BRU~04/16/2023 09:55~AGP~04/16/2023 12:50~~
Brussels (Charleroi),Malaga,2023-04-16,21:30:00.000,00:15:00.000,51.69,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~04/16/2023 21:30~AGP~04/17/2023 00:15~~
Brussels (Charleroi),Tenerife (South),2023-04-16,12:35:00.000,16:10:00.000,141.99,04:35,0,2,FR 563,FR~ 563~ ~~CRL~04/16/2023 12:35~TFS~04/16/2023 16:10~~
Brussels (Charleroi),Rhodes,2023-04-17,12:00:00.000,16:35:00.000,59.55,03:35,0,3,FR 8577,FR~8577~ ~~CRL~04/17/2023 12:00~RHO~04/17/2023 16:35~~
Brussels (Charleroi),Brindisi,2023-04-17,20:55:00.000,23:20:00.000,14.99,02:25,0,5,FR 7737,FR~7737~ ~~CRL~04/17/2023 20:55~BDS~04/17/2023 23:20~~
Brussels (Charleroi),Naples,2023-04-17,06:30:00.000,08:45:00.000,40.07,02:15,0,5,FR 1302,FR~1302~ ~~CRL~04/17/2023 06:30~NAP~04/17/2023 08:45~~
Brussels (Charleroi),Naples,2023-04-17,09:30:00.000,11:45:00.000,30.44,02:15,0,-1,FR 1310,FR~1310~ ~~CRL~04/17/2023 09:30~NAP~04/17/2023 11:45~~
Brussels (Charleroi),Palermo,2023-04-17,12:05:00.000,14:35:00.000,61.57,02:30,0,3,FR 6269,FR~6269~ ~~CRL~04/17/2023 12:05~PMO~04/17/2023 14:35~~
Brussels (Charleroi),Faro,2023-04-17,18:00:00.000,19:55:00.000,51.22,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~04/17/2023 18:00~FAO~04/17/2023 19:55~~
Brussels (Charleroi),Alicante,2023-04-17,16:55:00.000,19:20:00.000,70.99,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~04/17/2023 16:55~ALC~04/17/2023 19:20~~
Brussels,Malaga,2023-04-17,17:40:00.000,20:30:00.000,76.81,02:50,0,-1,FR 2923,FR~2923~ ~~BRU~04/17/2023 17:40~AGP~04/17/2023 20:30~~
Brussels (Charleroi),Malaga,2023-04-17,19:20:00.000,22:05:00.000,42.19,02:45,0,3,FR 1916,FR~1916~ ~~CRL~04/17/2023 19:20~AGP~04/17/2023 22:05~~
Brussels (Charleroi),Heraklion Crete,2023-04-18,07:20:00.000,11:45:00.000,94.11,03:25,0,-1,FR 7986,FR~7986~ ~~CRL~04/18/2023 07:20~HER~04/18/2023 11:45~~
Brussels (Charleroi),Brindisi,2023-04-18,17:20:00.000,19:45:00.000,27.09,02:25,0,-1,FR 7737,FR~7737~ ~~CRL~04/18/2023 17:20~BDS~04/18/2023 19:45~~
Brussels (Charleroi),Naples,2023-04-18,19:20:00.000,21:35:00.000,25.87,02:15,0,5,FR 1302,FR~1302~ ~~CRL~04/18/2023 19:20~NAP~04/18/2023 21:35~~
Brussels (Charleroi),Palermo,2023-04-18,15:35:00.000,18:05:00.000,52.11,02:30,0,-1,FR 6269,FR~6269~ ~~CRL~04/18/2023 15:35~PMO~04/18/2023 18:05~~
Brussels (Charleroi),Faro,2023-04-18,13:45:00.000,15:40:00.000,49.56,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~04/18/2023 13:45~FAO~04/18/2023 15:40~~
Brussels (Charleroi),Faro,2023-04-18,16:45:00.000,18:40:00.000,37.52,02:55,0,1,FR 6312,FR~6312~ ~~CRL~04/18/2023 16:45~FAO~04/18/2023 18:40~~
Brussels (Charleroi),Alicante,2023-04-18,06:30:00.000,08:55:00.000,59.14,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~04/18/2023 06:30~ALC~04/18/2023 08:55~~
Brussels (Charleroi),Alicante,2023-04-18,12:15:00.000,14:40:00.000,85.59,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~04/18/2023 12:15~ALC~04/18/2023 14:40~~
Brussels (Charleroi),Ibiza,2023-04-18,09:25:00.000,11:50:00.000,29.51,02:25,0,-1,FR 6456,FR~6456~ ~~CRL~04/18/2023 09:25~IBZ~04/18/2023 11:50~~
Brussels (Charleroi),Malaga,2023-04-18,16:00:00.000,18:45:00.000,53.74,02:45,0,1,FR 1916,FR~1916~ ~~CRL~04/18/2023 16:00~AGP~04/18/2023 18:45~~
Brussels (Charleroi),Tenerife (South),2023-04-18,07:15:00.000,10:50:00.000,96.95,04:35,0,-1,FR 563,FR~ 563~ ~~CRL~04/18/2023 07:15~TFS~04/18/2023 10:50~~
Brussels (Charleroi),Rhodes,2023-04-19,13:10:00.000,17:45:00.000,60.05,03:35,0,-1,FR 8577,FR~8577~ ~~CRL~04/19/2023 13:10~RHO~04/19/2023 17:45~~
Brussels (Charleroi),Naples,2023-04-19,16:35:00.000,18:50:00.000,26.67,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~04/19/2023 16:35~NAP~04/19/2023 18:50~~
Brussels (Charleroi),Palermo,2023-04-19,09:25:00.000,11:55:00.000,84.81,02:30,0,5,FR 6269,FR~6269~ ~~CRL~04/19/2023 09:25~PMO~04/19/2023 11:55~~
Brussels (Charleroi),Faro,2023-04-19,12:25:00.000,14:20:00.000,34.95,02:55,0,4,FR 2941,FR~2941~ ~~CRL~04/19/2023 12:25~FAO~04/19/2023 14:20~~
Brussels (Charleroi),Faro,2023-04-19,16:20:00.000,18:15:00.000,31.43,02:55,0,2,FR 6312,FR~6312~ ~~CRL~04/19/2023 16:20~FAO~04/19/2023 18:15~~
Brussels (Charleroi),Alicante,2023-04-19,10:00:00.000,12:25:00.000,73.99,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~04/19/2023 10:00~ALC~04/19/2023 12:25~~
Brussels (Charleroi),Alicante,2023-04-19,14:45:00.000,17:10:00.000,76.7,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~04/19/2023 14:45~ALC~04/19/2023 17:10~~
Brussels (Charleroi),Alicante,2023-04-19,21:55:00.000,00:20:00.000,49.24,02:25,0,-1,FR 6063,FR~6063~ ~~CRL~04/19/2023 21:55~ALC~04/20/2023 00:20~~
Brussels,Malaga,2023-04-19,10:05:00.000,13:00:00.000,52.47,02:55,0,5,FR 2923,FR~2923~ ~~BRU~04/19/2023 10:05~AGP~04/19/2023 13:00~~
Brussels (Charleroi),Malaga,2023-04-19,06:45:00.000,09:30:00.000,83.99,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~04/19/2023 06:45~AGP~04/19/2023 09:30~~
Brussels (Charleroi),Naples,2023-04-20,06:25:00.000,08:40:00.000,58.14,02:15,0,5,FR 1302,FR~1302~ ~~CRL~04/20/2023 06:25~NAP~04/20/2023 08:40~~
Brussels (Charleroi),Faro,2023-04-20,11:25:00.000,13:20:00.000,48.56,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~04/20/2023 11:25~FAO~04/20/2023 13:20~~
Brussels (Charleroi),Alicante,2023-04-20,09:00:00.000,11:25:00.000,62.12,02:25,0,2,FR 9053,FR~9053~ ~~CRL~04/20/2023 09:00~ALC~04/20/2023 11:25~~
Brussels (Charleroi),Alicante,2023-04-20,15:05:00.000,17:30:00.000,86.99,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~04/20/2023 15:05~ALC~04/20/2023 17:30~~
Brussels (Charleroi),Ibiza,2023-04-20,10:20:00.000,12:45:00.000,45.48,02:25,0,-1,FR 6456,FR~6456~ ~~CRL~04/20/2023 10:20~IBZ~04/20/2023 12:45~~
Brussels (Charleroi),Malaga,2023-04-20,17:30:00.000,20:15:00.000,88.74,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~04/20/2023 17:30~AGP~04/20/2023 20:15~~
Brussels (Charleroi),Tenerife (South),2023-04-20,20:00:00.000,23:35:00.000,74.88,04:35,0,-1,FR 563,FR~ 563~ ~~CRL~04/20/2023 20:00~TFS~04/20/2023 23:35~~
Brussels (Charleroi),Rhodes,2023-04-21,07:55:00.000,12:30:00.000,131.28,03:35,0,-1,FR 8577,FR~8577~ ~~CRL~04/21/2023 07:55~RHO~04/21/2023 12:30~~
Brussels (Charleroi),Brindisi,2023-04-21,07:00:00.000,09:25:00.000,76.95,02:25,0,-1,FR 7737,FR~7737~ ~~CRL~04/21/2023 07:00~BDS~04/21/2023 09:25~~
Brussels (Charleroi),Naples,2023-04-21,09:10:00.000,11:25:00.000,79.14,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~04/21/2023 09:10~NAP~04/21/2023 11:25~~
Brussels (Charleroi),Naples,2023-04-21,20:00:00.000,22:15:00.000,68.64,02:15,0,2,FR 1310,FR~1310~ ~~CRL~04/21/2023 20:00~NAP~04/21/2023 22:15~~
Brussels (Charleroi),Palermo,2023-04-21,16:35:00.000,19:05:00.000,84.08,02:30,0,-1,FR 6269,FR~6269~ ~~CRL~04/21/2023 16:35~PMO~04/21/2023 19:05~~
Brussels (Charleroi),Faro,2023-04-21,07:05:00.000,09:00:00.000,78.09,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~04/21/2023 07:05~FAO~04/21/2023 09:00~~
Brussels (Charleroi),Faro,2023-04-21,17:30:00.000,19:25:00.000,85.62,02:55,0,5,FR 6312,FR~6312~ ~~CRL~04/21/2023 17:30~FAO~04/21/2023 19:25~~
Brussels (Charleroi),Alicante,2023-04-21,09:45:00.000,12:10:00.000,127.24,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~04/21/2023 09:45~ALC~04/21/2023 12:10~~
Brussels (Charleroi),Alicante,2023-04-21,17:20:00.000,19:45:00.000,112.74,02:25,0,3,FR 9053,FR~9053~ ~~CRL~04/21/2023 17:20~ALC~04/21/2023 19:45~~
Brussels (Charleroi),Ibiza,2023-04-21,16:15:00.000,18:40:00.000,48.57,02:25,0,3,FR 6456,FR~6456~ ~~CRL~04/21/2023 16:15~IBZ~04/21/2023 18:40~~
Brussels (Charleroi),Malaga,2023-04-21,10:00:00.000,12:45:00.000,180.19,02:45,0,-1,FR 1928,FR~1928~ ~~CRL~04/21/2023 10:00~AGP~04/21/2023 12:45~~
Brussels (Charleroi),Malaga,2023-04-21,20:55:00.000,23:40:00.000,145.19,02:45,0,2,FR 1916,FR~1916~ ~~CRL~04/21/2023 20:55~AGP~04/21/2023 23:40~~
Brussels (Charleroi),Tenerife (South),2023-04-21,06:30:00.000,10:05:00.000,113.47,04:35,0,-1,FR 563,FR~ 563~ ~~CRL~04/21/2023 06:30~TFS~04/21/2023 10:05~~
Brussels (Charleroi),Heraklion Crete,2023-04-22,08:10:00.000,12:35:00.000,305.85,03:25,0,-1,FR 7986,FR~7986~ ~~CRL~04/22/2023 08:10~HER~04/22/2023 12:35~~
Brussels (Charleroi),Naples,2023-04-22,07:45:00.000,10:00:00.000,77.57,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~04/22/2023 07:45~NAP~04/22/2023 10:00~~
Brussels (Charleroi),Palermo,2023-04-22,21:30:00.000,23:59:00.000,112.5,02:29,0,2,FR 6269,FR~6269~ ~~CRL~04/22/2023 21:30~PMO~04/22/2023 23:59~~
Brussels (Charleroi),Faro,2023-04-22,11:05:00.000,13:00:00.000,135.64,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~04/22/2023 11:05~FAO~04/22/2023 13:00~~
Brussels (Charleroi),Alicante,2023-04-22,15:50:00.000,18:15:00.000,146.87,02:25,0,1,FR 3534,FR~3534~ ~~CRL~04/22/2023 15:50~ALC~04/22/2023 18:15~~
Brussels (Charleroi),Malaga,2023-04-22,13:35:00.000,16:20:00.000,180.19,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~04/22/2023 13:35~AGP~04/22/2023 16:20~~
Brussels (Charleroi),Corfu,2023-04-23,17:00:00.000,20:40:00.000,95.99,02:40,0,-1,FR 6251,FR~6251~ ~~CRL~04/23/2023 17:00~CFU~04/23/2023 20:40~~
Brussels (Charleroi),Brindisi,2023-04-23,17:30:00.000,19:55:00.000,59.95,02:25,0,1,FR 7737,FR~7737~ ~~CRL~04/23/2023 17:30~BDS~04/23/2023 19:55~~
Brussels (Charleroi),Naples,2023-04-23,09:45:00.000,12:00:00.000,147.7,02:15,0,4,FR 1302,FR~1302~ ~~CRL~04/23/2023 09:45~NAP~04/23/2023 12:00~~
Brussels (Charleroi),Faro,2023-04-23,16:45:00.000,18:40:00.000,127.24,02:55,0,4,FR 2941,FR~2941~ ~~CRL~04/23/2023 16:45~FAO~04/23/2023 18:40~~
Brussels (Charleroi),Alicante,2023-04-23,09:55:00.000,12:20:00.000,150.79,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~04/23/2023 09:55~ALC~04/23/2023 12:20~~
Brussels (Charleroi),Ibiza,2023-04-23,07:30:00.000,09:55:00.000,84.08,02:25,0,-1,FR 6456,FR~6456~ ~~CRL~04/23/2023 07:30~IBZ~04/23/2023 09:55~~
Brussels,Malaga,2023-04-23,09:55:00.000,12:50:00.000,188.34,02:55,0,4,FR 2923,FR~2923~ ~~BRU~04/23/2023 09:55~AGP~04/23/2023 12:50~~
Brussels (Charleroi),Malaga,2023-04-23,21:30:00.000,00:15:00.000,101.49,02:45,0,5,FR 1916,FR~1916~ ~~CRL~04/23/2023 21:30~AGP~04/24/2023 00:15~~
Brussels (Charleroi),Tenerife (South),2023-04-23,12:35:00.000,16:10:00.000,177.8,04:35,0,-1,FR 563,FR~ 563~ ~~CRL~04/23/2023 12:35~TFS~04/23/2023 16:10~~
Brussels (Charleroi),Rhodes,2023-04-24,12:00:00.000,16:35:00.000,211.32,03:35,0,-1,FR 8577,FR~8577~ ~~CRL~04/24/2023 12:00~RHO~04/24/2023 16:35~~
Brussels (Charleroi),Brindisi,2023-04-24,20:55:00.000,23:20:00.000,50.09,02:25,0,-1,FR 7737,FR~7737~ ~~CRL~04/24/2023 20:55~BDS~04/24/2023 23:20~~
Brussels (Charleroi),Naples,2023-04-24,06:30:00.000,08:45:00.000,96.57,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~04/24/2023 06:30~NAP~04/24/2023 08:45~~
Brussels (Charleroi),Naples,2023-04-24,09:30:00.000,11:45:00.000,121.13,02:15,0,-1,FR 1310,FR~1310~ ~~CRL~04/24/2023 09:30~NAP~04/24/2023 11:45~~
Brussels (Charleroi),Palermo,2023-04-24,12:05:00.000,14:35:00.000,92.88,02:30,0,5,FR 6269,FR~6269~ ~~CRL~04/24/2023 12:05~PMO~04/24/2023 14:35~~
Brussels (Charleroi),Faro,2023-04-24,18:00:00.000,19:55:00.000,98.79,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~04/24/2023 18:00~FAO~04/24/2023 19:55~~
Brussels (Charleroi),Alicante,2023-04-24,16:55:00.000,19:20:00.000,115.89,02:25,0,2,FR 3534,FR~3534~ ~~CRL~04/24/2023 16:55~ALC~04/24/2023 19:20~~
Brussels,Malaga,2023-04-24,17:40:00.000,20:30:00.000,137.02,02:50,0,3,FR 2923,FR~2923~ ~~BRU~04/24/2023 17:40~AGP~04/24/2023 20:30~~
Brussels (Charleroi),Malaga,2023-04-24,19:20:00.000,22:05:00.000,100.8,02:45,0,1,FR 1916,FR~1916~ ~~CRL~04/24/2023 19:20~AGP~04/24/2023 22:05~~
Brussels (Charleroi),Heraklion Crete,2023-04-25,07:20:00.000,11:45:00.000,136.55,03:25,0,2,FR 7986,FR~7986~ ~~CRL~04/25/2023 07:20~HER~04/25/2023 11:45~~
Brussels (Charleroi),Brindisi,2023-04-25,17:20:00.000,19:45:00.000,73.94,02:25,0,-1,FR 7737,FR~7737~ ~~CRL~04/25/2023 17:20~BDS~04/25/2023 19:45~~
Brussels (Charleroi),Naples,2023-04-25,19:20:00.000,21:35:00.000,111.61,02:15,0,1,FR 1302,FR~1302~ ~~CRL~04/25/2023 19:20~NAP~04/25/2023 21:35~~
Brussels (Charleroi),Palermo,2023-04-25,15:35:00.000,18:05:00.000,110.73,02:30,0,-1,FR 6269,FR~6269~ ~~CRL~04/25/2023 15:35~PMO~04/25/2023 18:05~~
Brussels (Charleroi),Faro,2023-04-25,13:45:00.000,15:40:00.000,155.09,02:55,0,5,FR 2941,FR~2941~ ~~CRL~04/25/2023 13:45~FAO~04/25/2023 15:40~~
Brussels (Charleroi),Faro,2023-04-25,16:45:00.000,18:40:00.000,89.74,02:55,0,2,FR 6312,FR~6312~ ~~CRL~04/25/2023 16:45~FAO~04/25/2023 18:40~~
Brussels (Charleroi),Alicante,2023-04-25,06:30:00.000,08:55:00.000,72.49,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~04/25/2023 06:30~ALC~04/25/2023 08:55~~
Brussels (Charleroi),Alicante,2023-04-25,12:15:00.000,14:40:00.000,102.39,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~04/25/2023 12:15~ALC~04/25/2023 14:40~~
Brussels (Charleroi),Ibiza,2023-04-25,09:25:00.000,11:50:00.000,107.63,02:25,0,-1,FR 6456,FR~6456~ ~~CRL~04/25/2023 09:25~IBZ~04/25/2023 11:50~~
Brussels (Charleroi),Malaga,2023-04-25,16:00:00.000,18:45:00.000,113.59,02:45,0,2,FR 1916,FR~1916~ ~~CRL~04/25/2023 16:00~AGP~04/25/2023 18:45~~
Brussels (Charleroi),Tenerife (South),2023-04-25,07:15:00.000,10:50:00.000,145.42,04:35,0,-1,FR 563,FR~ 563~ ~~CRL~04/25/2023 07:15~TFS~04/25/2023 10:50~~
Brussels (Charleroi),Rhodes,2023-04-26,13:10:00.000,17:45:00.000,195.38,03:35,0,-1,FR 8577,FR~8577~ ~~CRL~04/26/2023 13:10~RHO~04/26/2023 17:45~~
Brussels (Charleroi),Naples,2023-04-26,16:35:00.000,18:50:00.000,92.14,02:15,0,4,FR 1302,FR~1302~ ~~CRL~04/26/2023 16:35~NAP~04/26/2023 18:50~~
Brussels (Charleroi),Palermo,2023-04-26,09:25:00.000,11:55:00.000,129.22,02:30,0,2,FR 6269,FR~6269~ ~~CRL~04/26/2023 09:25~PMO~04/26/2023 11:55~~
Brussels (Charleroi),Faro,2023-04-26,12:25:00.000,14:20:00.000,129.87,02:55,0,2,FR 2941,FR~2941~ ~~CRL~04/26/2023 12:25~FAO~04/26/2023 14:20~~
Brussels (Charleroi),Faro,2023-04-26,16:20:00.000,18:15:00.000,129.87,02:55,0,-1,FR 6312,FR~6312~ ~~CRL~04/26/2023 16:20~FAO~04/26/2023 18:15~~
Brussels (Charleroi),Alicante,2023-04-26,10:00:00.000,12:25:00.000,129.24,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~04/26/2023 10:00~ALC~04/26/2023 12:25~~
Brussels (Charleroi),Alicante,2023-04-26,14:45:00.000,17:10:00.000,115.89,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~04/26/2023 14:45~ALC~04/26/2023 17:10~~
Brussels (Charleroi),Alicante,2023-04-26,21:55:00.000,00:20:00.000,97.99,02:25,0,2,FR 6063,FR~6063~ ~~CRL~04/26/2023 21:55~ALC~04/27/2023 00:20~~
Brussels,Malaga,2023-04-26,10:05:00.000,13:00:00.000,162.33,02:55,0,-1,FR 2923,FR~2923~ ~~BRU~04/26/2023 10:05~AGP~04/26/2023 13:00~~
Brussels (Charleroi),Malaga,2023-04-26,06:45:00.000,09:30:00.000,88.99,02:45,0,4,FR 1916,FR~1916~ ~~CRL~04/26/2023 06:45~AGP~04/26/2023 09:30~~
Brussels (Charleroi),Naples,2023-04-27,06:25:00.000,08:40:00.000,89.92,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~04/27/2023 06:25~NAP~04/27/2023 08:40~~
Brussels (Charleroi),Faro,2023-04-27,11:25:00.000,13:20:00.000,88.74,02:55,0,1,FR 2941,FR~2941~ ~~CRL~04/27/2023 11:25~FAO~04/27/2023 13:20~~
Brussels (Charleroi),Alicante,2023-04-27,09:00:00.000,11:25:00.000,132.54,02:25,0,-1,FR 9053,FR~9053~ ~~CRL~04/27/2023 09:00~ALC~04/27/2023 11:25~~
Brussels (Charleroi),Alicante,2023-04-27,15:05:00.000,17:30:00.000,133.59,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~04/27/2023 15:05~ALC~04/27/2023 17:30~~
Brussels (Charleroi),Ibiza,2023-04-27,10:20:00.000,12:45:00.000,129.38,02:25,0,-1,FR 6456,FR~6456~ ~~CRL~04/27/2023 10:20~IBZ~04/27/2023 12:45~~
Brussels (Charleroi),Malaga,2023-04-27,17:30:00.000,20:15:00.000,108.39,02:45,0,3,FR 1916,FR~1916~ ~~CRL~04/27/2023 17:30~AGP~04/27/2023 20:15~~
Brussels (Charleroi),Tenerife (South),2023-04-27,20:00:00.000,23:35:00.000,115.39,04:35,0,-1,FR 563,FR~ 563~ ~~CRL~04/27/2023 20:00~TFS~04/27/2023 23:35~~
Brussels (Charleroi),Rhodes,2023-04-28,07:55:00.000,12:30:00.000,294.26,03:35,0,3,FR 8577,FR~8577~ ~~CRL~04/28/2023 07:55~RHO~04/28/2023 12:30~~
Brussels (Charleroi),Brindisi,2023-04-28,07:00:00.000,09:25:00.000,215.91,02:25,0,2,FR 7737,FR~7737~ ~~CRL~04/28/2023 07:00~BDS~04/28/2023 09:25~~
Brussels (Charleroi),Naples,2023-04-28,09:10:00.000,11:25:00.000,162.84,02:15,0,-1,FR 1302,FR~1302~ ~~CRL~04/28/2023 09:10~NAP~04/28/2023 11:25~~
Brussels (Charleroi),Naples,2023-04-28,20:00:00.000,22:15:00.000,107.63,02:15,0,-1,FR 1310,FR~1310~ ~~CRL~04/28/2023 20:00~NAP~04/28/2023 22:15~~
Brussels (Charleroi),Palermo,2023-04-28,16:35:00.000,19:05:00.000,223.44,02:30,0,2,FR 6269,FR~6269~ ~~CRL~04/28/2023 16:35~PMO~04/28/2023 19:05~~
Brussels (Charleroi),Faro,2023-04-28,07:05:00.000,09:00:00.000,135.64,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~04/28/2023 07:05~FAO~04/28/2023 09:00~~
Brussels (Charleroi),Faro,2023-04-28,17:30:00.000,19:25:00.000,96.99,02:55,0,-1,FR 6312,FR~6312~ ~~CRL~04/28/2023 17:30~FAO~04/28/2023 19:25~~
Brussels (Charleroi),Alicante,2023-04-28,09:45:00.000,12:10:00.000,231.19,02:25,0,1,FR 3534,FR~3534~ ~~CRL~04/28/2023 09:45~ALC~04/28/2023 12:10~~
Brussels (Charleroi),Alicante,2023-04-28,17:20:00.000,19:45:00.000,231.19,02:25,0,3,FR 9053,FR~9053~ ~~CRL~04/28/2023 17:20~ALC~04/28/2023 19:45~~
Brussels (Charleroi),Ibiza,2023-04-28,16:15:00.000,18:40:00.000,129.36,02:25,0,-1,FR 6456,FR~6456~ ~~CRL~04/28/2023 16:15~IBZ~04/28/2023 18:40~~
Brussels (Charleroi),Malaga,2023-04-28,10:00:00.000,12:45:00.000,174.99,02:45,0,1,FR 1928,FR~1928~ ~~CRL~04/28/2023 10:00~AGP~04/28/2023 12:45~~
Brussels (Charleroi),Malaga,2023-04-28,20:55:00.000,23:40:00.000,127.24,02:45,0,2,FR 1916,FR~1916~ ~~CRL~04/28/2023 20:55~AGP~04/28/2023 23:40~~
Brussels (Charleroi),Tenerife (South),2023-04-28,06:30:00.000,10:05:00.000,148.64,04:35,0,-1,FR 563,FR~ 563~ ~~CRL~04/28/2023 06:30~TFS~04/28/2023 10:05~~
Brussels (Charleroi),Heraklion Crete,2023-04-29,08:10:00.000,12:35:00.000,298.62,03:25,0,1,FR 7986,FR~7986~ ~~CRL~04/29/2023 08:10~HER~04/29/2023 12:35~~
Brussels (Charleroi),Naples,2023-04-29,07:45:00.000,10:00:00.000,130.38,02:15,0,2,FR 1302,FR~1302~ ~~CRL~04/29/2023 07:45~NAP~04/29/2023 10:00~~
Brussels (Charleroi),Palermo,2023-04-29,21:30:00.000,23:59:00.000,197.63,02:29,0,3,FR 6269,FR~6269~ ~~CRL~04/29/2023 21:30~PMO~04/29/2023 23:59~~
Brussels (Charleroi),Faro,2023-04-29,11:05:00.000,13:00:00.000,135.64,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~04/29/2023 11:05~FAO~04/29/2023 13:00~~
Brussels (Charleroi),Alicante,2023-04-29,15:50:00.000,18:15:00.000,282.72,02:25,0,-1,FR 3534,FR~3534~ ~~CRL~04/29/2023 15:50~ALC~04/29/2023 18:15~~
Brussels (Charleroi),Malaga,2023-04-29,13:35:00.000,16:20:00.000,156.27,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~04/29/2023 13:35~AGP~04/29/2023 16:20~~
Brussels (Charleroi),Corfu,2023-04-30,17:00:00.000,20:40:00.000,135.64,02:40,0,-1,FR 6251,FR~6251~ ~~CRL~04/30/2023 17:00~CFU~04/30/2023 20:40~~
Brussels (Charleroi),Brindisi,2023-04-30,17:30:00.000,19:55:00.000,189.91,02:25,0,-1,FR 7737,FR~7737~ ~~CRL~04/30/2023 17:30~BDS~04/30/2023 19:55~~
Brussels (Charleroi),Naples,2023-04-30,09:45:00.000,12:00:00.000,130.38,02:15,0,4,FR 1302,FR~1302~ ~~CRL~04/30/2023 09:45~NAP~04/30/2023 12:00~~
Brussels (Charleroi),Faro,2023-04-30,16:45:00.000,18:40:00.000,116.79,02:55,0,-1,FR 2941,FR~2941~ ~~CRL~04/30/2023 16:45~FAO~04/30/2023 18:40~~
Brussels (Charleroi),Alicante,2023-04-30,09:55:00.000,12:20:00.000,309.22,02:25,0,3,FR 3534,FR~3534~ ~~CRL~04/30/2023 09:55~ALC~04/30/2023 12:20~~
Brussels (Charleroi),Ibiza,2023-04-30,07:30:00.000,09:55:00.000,129.36,02:25,0,2,FR 6456,FR~6456~ ~~CRL~04/30/2023 07:30~IBZ~04/30/2023 09:55~~
Brussels,Malaga,2023-04-30,09:55:00.000,12:50:00.000,161.14,02:55,0,1,FR 2923,FR~2923~ ~~BRU~04/30/2023 09:55~AGP~04/30/2023 12:50~~
Brussels (Charleroi),Malaga,2023-04-30,21:30:00.000,00:15:00.000,154.99,02:45,0,-1,FR 1916,FR~1916~ ~~CRL~04/30/2023 21:30~AGP~05/01/2023 00:15~~
Brussels (Charleroi),Tenerife (South),2023-04-30,12:35:00.000,16:10:00.000,176.8,04:35,0,-1,FR 563,FR~ 563~ ~~CRL~04/30/2023 12:35~TFS~04/30/2023 16:10~~
Brussels (Charleroi),Rhodes,2023-05-01,12:00:00.000,16:35:00.000,163.09,03:35,0,-1,FR 8577,FR~8577~ ~~CRL~05/01/2023 12:00~RHO~05/01/2023 16:35~~
